PZTゲイン(set_Pzt_Z_gain): 0.000200
設定荷重(set_PZT_Z):	0.074254
設定荷重の増加分(set_PZT_add) : 0.074254
摩擦ステップ数(step_count:1000固定):	1000
速度(step_speed:1000で１つの処理が1ms):	100
ファイル番号(file_number):	1127
表示拡大(mag_laserx):	12
スキャン摩擦ステップ数倍(step_x_count*step_count=X軸最大範囲):	50
左波形表示速さ(data_dl_speed):	1000
フォースカーブのステップ倍率(step_force_count):	50
記録ステップ(１で全部):	10
自動荷重増減値(auto_load_updown):	0.100000
キャリブレーション値摩擦(set_calib_x):	9.232300
キャリブレーション値荷重(set_calib_y):	13.484000
ゼロ補正を何回おきにするか(set_longmeasure):	25
PZT補正(ax_pzt_x):	0.000000
PZT補正(ay_pzt_x):	0.000000
PZT補正(ax_pzt_x):	0.000000
PZT補正(ay_pzt_z):	0.000000
積算摩擦回数(m_friction_count_total):	0
0	31.587000	0.901918	1.018254	
1	51.587002	2.136852	0.937189	
2	71.586998	2.372732	1.099320	
3	91.586998	2.455988	0.997988	
4	111.586998	2.594748	1.099320	
5	131.587006	2.455988	0.937189	
6	151.587006	2.455988	0.957455	
7	171.587006	2.331108	1.018254	
8	191.587006	2.497616	0.937189	
9	211.587006	2.386612	0.916923	
10	231.587006	2.761252	1.038521	
11	251.587006	2.525368	0.896656	
12	271.587006	2.705753	1.018254	
13	291.587006	2.525368	0.997988	
14	311.587006	2.580868	0.977722	
15	331.587006	2.733500	0.997988	
16	351.587006	2.872257	1.038521	
17	371.587006	2.858385	0.957455	
18	391.587006	2.983265	1.058787	
19	411.587006	3.080393	1.038521	
20	431.587006	3.052641	1.119586	
21	451.587006	3.330158	1.079053	
22	471.587006	3.260773	0.957455	
23	491.587006	3.399534	1.099320	
24	511.786987	3.344034	0.997988	
25	531.807007	3.399534	0.896656	
26	551.807007	3.260777	1.038521	
27	571.807007	3.441162	1.099320	
28	591.807007	3.510538	1.038521	
29	611.807007	3.468910	1.119586	
30	631.807007	3.566042	0.997988	
31	651.807007	3.260777	1.058787	
32	671.807007	3.135897	0.977722	
33	691.807007	3.149773	1.058787	
34	711.807007	3.246902	1.139852	
35	731.807007	3.135897	1.058787	
36	751.807007	3.233025	1.038521	
37	771.807007	3.066517	0.977722	
38	791.807007	3.122017	0.997988	
39	811.807007	3.066517	0.997988	
40	831.807007	3.094269	0.997988	
41	851.807007	2.969389	0.916923	
42	871.807007	3.038769	0.977722	
43	891.807007	2.955513	0.977722	
44	911.807007	2.941637	0.977722	
45	931.807007	2.997137	1.038521	
46	951.807007	2.830628	0.997988	
47	971.807007	2.844509	1.038521	
48	991.807007	2.566996	0.937189	
49	1011.807007	2.747376	0.937189	
50	1031.807007	2.553120	1.099320	
51	1051.807007	2.844509	0.957455	
52	1071.807007	2.566996	0.937189	
53	1091.807007	2.650248	0.977722	
54	1111.807007	2.539240	1.058787	
55	1131.807007	2.511492	1.099320	
56	1151.807007	2.442112	1.018254	
57	1171.807007	2.442112	0.937189	
58	1191.807007	2.428240	0.997988	
59	1211.807007	2.400484	1.058787	
60	1231.807007	2.400488	1.018254	
61	1251.807007	2.386608	0.957455	
62	1271.807007	2.372736	1.018254	
63	1291.807007	2.289480	0.997988	
64	1311.807007	2.400488	0.937189	
65	1331.807007	2.164599	1.038521	
66	1351.807007	2.275608	0.997988	
67	1371.807007	2.192352	0.977722	
68	1391.807007	2.247856	1.099320	
69	1411.807007	2.220104	0.957455	
70	1431.807007	2.344984	1.038521	
71	1451.807007	2.233975	0.916923	
72	1471.807007	2.233980	1.058787	
73	1491.807007	2.220104	1.038521	
74	1511.807007	2.164599	1.079053	
75	1531.807007	2.095224	1.038521	
76	1551.807007	2.095219	1.018254	
77	1571.807007	2.178480	1.038521	
78	1591.807007	1.984219	1.099320	
79	1611.807007	2.039719	0.916923	
80	1631.807007	1.942591	0.977722	
81	1651.807007	2.095219	1.018254	
82	1671.807007	2.067467	1.018254	
83	1691.807007	2.261728	0.997988	
84	1711.807007	2.164599	1.018254	
85	1731.807007	2.358860	0.977722	
86	1751.807007	2.192352	0.997988	
87	1771.807007	2.331108	0.997988	
88	1791.807007	2.233980	1.038521	
89	1811.807007	2.372736	1.038521	
90	1831.807007	2.372736	1.079053	
91	1851.807007	2.414360	1.018254	
92	1871.807007	2.344984	1.058787	
93	1891.807007	2.372736	1.079053	
94	1911.807007	2.414364	1.058787	
95	1931.807007	2.275608	0.957455	
96	1951.807007	2.400488	1.018254	
97	1971.807007	2.497616	1.119586	
98	1991.807007	2.525368	1.038521	
99	2011.807007	2.469864	0.997988	
